#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"MSASCuiL","25","226","2199132667904","11177984","3112960","14448","C:\Program Files\Windows Defender\MSASCuiL.exe","Microsoft Corporation","0,421875","4.10.14393.1198 (rs1_release_sec.170427-1353)","4.10.14393.1198","Windows Defender notification icon","Microsoft? Windows? Operating System","Process","8",,"False",,"2924","Microsoft.Win32.SafeHandles.SafeProcessHandle","226","8536",".","0","","System.Diagnostics.ProcessModule (MSASCuiL.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14448","14448","3112960","3112960","228416","228416","3686400","3686400","13762560","13762560","112558080","2199135813632","True","Normal","3112960","3112960","00:00:00.2187500","MSASCuiL","15","True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 08:43:13",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4218750","00:00:00.2031250","109412352","2199132667904","False",,,,"11177984","11177984",,
"MSBuild","25","307","218558464","28336128","26636288","23248","C:\Program Files (x86)\MSBuild\14.0\bin\MSBuild.exe","Microsoft Corporation","15,609375","14.0.25420.1 built by: D14REL","14.0.25420.1","MSBuild.exe","Microsoft? Build Tools? 2015","Process","8",,"False",,"2356","Microsoft.Win32.SafeHandles.SafeProcessHandle","307","6280",".","0","","System.Diagnostics.ProcessModule (MSBuild.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","23248","23248","26636288","26636288","339328","339328","34951168","34951168","46297088","46297088","261328896","261328896","True","Normal","26636288","26636288","00:00:02.1562500","MSBuild","15","True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 11:01:50",,"System.Diagnostics.ProcessThreadCollection","00:00:15.6093750","00:00:13.4531250","218558464","218558464","False",,,,"28336128","28336128",,
"MsMpEng","0","647","2199586615296","85073920","171110400","69368",,,,,,,,"Process","8",,,,,,"647","2640",".","0","",,,,,"69368","69368","171110400","171110400","706128","706128","616194048","616194048","561082368","561082368","1016950784","2200040206336",,,"171110400","171110400",,"MsMpEng",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"563359744","2199586615296","False",,,,"85073920","85073920",,
"NisSrv","0","206","2199129575424","15036416","29081600","29960",,,,,,,,"Process","8",,,,,,"206","3416",".","0","",,,,,"29960","29960","29081600","29081600","92936","92936","66535424","66535424","39550976","39550976","141586432","2199164841984",,,"29081600","29081600",,"NisSrv",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"106319872","2199129575424","False",,,,"15036416","15036416",,
"OfficeClickToRun","0","775","2199339016192","20967424","62181376","30176",,,,,,,,"Process","8",,,,,,"775","3692",".","0","",,,,,"30176","30176","62181376","62181376","428408","428408","173883392","173883392","148480000","148480000","403927040","2199427182592",,,"62181376","62181376",,"OfficeClickToRun",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"315760640","2199339016192","False",,,,"20967424","20967424",,
"powershell","25","598","2199703392256","68403200","58474496","32024","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","7,578125","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","Windows PowerShell","Syst?me d'exploitation Microsoft? Windows?","Process","8",,"False",,"2864","Microsoft.Win32.SafeHandles.SafeProcessHandle","598","1648",".","1116556","Windows PowerShell","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","32024","32024","58474496","58474496","501576","501576","59359232","59359232","68620288","68620288","681054208","2199704309760","True","Normal","58474496","58474496","00:00:04.4687500","powershell","15","True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 11:11:58",,"System.Diagnostics.ProcessThreadCollection","00:00:07.6093750","00:00:03.1406250","680136704","2199703392256","False",,,,"68403200","68403200",,
"prevhost","25","144","2199141064704","12500992","2293760","10592","C:\WINDOWS\system32\prevhost.exe","Microsoft Corporation","0,234375","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","Preview Handler Surrogate Host","Microsoft? Windows? Operating System","Process","8",,"False",,"2960","Microsoft.Win32.SafeHandles.SafeProcessHandle","144","4044",".","0","","System.Diagnostics.ProcessModule (prevhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10592","10592","2293760","2293760","230192","230192","2461696","2461696","14143488","14143488","143421440","2199166676992","True","Normal","2293760","2293760","00:00:00.1406250","prevhost","15","True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 10:58:13",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2343750","00:00:00.0937500","117809152","2199141064704","False",,,,"12500992","12500992",,
"Receiver","25","365","191561728","17948672","10776576","32704","C:\Program Files (x86)\Citrix\Receiver\Receiver.exe","Citrix Systems, Inc.","50,40625","4, 1, 0, 56461","4, 1, 0, 56461","Citrix Receiver Application","Citrix Receiver","Process","8",,"False",,"3004","Microsoft.Win32.SafeHandles.SafeProcessHandle","365","12144",".","0","","System.Diagnostics.ProcessModule (Receiver.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","32704","32704","10776576","10776576","285736","285736","13336576","13336576","27926528","27926528","233594880","233594880","True","Normal","10776576","10776576","00:00:34.1250000","Receiver","15","True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 08:43:16",,"System.Diagnostics.ProcessThreadCollection","00:00:50.4062500","00:00:16.2812500","191561728","191561728","False",,,,"17948672","17948672",,
"redirector","25","144","86392832","7659520","1667072","10992","C:\Program Files (x86)\Citrix\ICA Client\redirector.exe","Citrix Systems, Inc.","1,0625","14.1.0.0","14.1.0","Citrix FTA, URL Redirector","Citrix ICA Client","Process","8",,"False",,"2876","Microsoft.Win32.SafeHandles.SafeProcessHandle","144","4420",".","0","","System.Diagnostics.ProcessModule (redirector.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10992","10992","1667072","1667072","167176","167176","2068480","2068480","8884224","8884224","94257152","94257152","True","Normal","1667072","1667072","00:00:00.8125000","redirector","15","True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 08:43:16",,"System.Diagnostics.ProcessThreadCollection","00:00:01.0625000","00:00:00.2500000","86392832","86392832","False",,,,"7659520","7659520",,
"RuntimeBroker","25","820","2199268786176","49836032","22044672","44208","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","17,484375","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"2884","Microsoft.Win32.SafeHandles.SafeProcessHandle","820","11088",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","44208","44208","22044672","22044672","452056","452056","34394112","34394112","61079552","61079552","287682560","2199310938112","True","Normal","22044672","22044672","00:00:05.5937500","RuntimeBroker","15","True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 08:43:00",,"System.Diagnostics.ProcessThreadCollection","00:00:17.4843750","00:00:11.8906250","245530624","2199268786176","False",,,,"49836032","49836032",,
"ScriptedSandbox64","25","473","34649354240","35446784","58003456","74840","C:\Program Files (x86)\Microsoft Visual Studio 14.0\Common7\IDE\PrivateAssemblies\ScriptedSandbox64.exe","Microsoft Corporation","10,84375","14.0.25527.1 built by: D14OOB","14.0.25527.1","ScriptedSandbox64.exe","Microsoft? Visual Studio? 2015","Process","8",,"False",,"2772","Microsoft.Win32.SafeHandles.SafeProcessHandle","473","5124",".","985330","","System.Diagnostics.ProcessModule (ScriptedSandbox64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","74840","74840","58003456","58003456","435800","435800","60846080","60846080","91480064","91480064","294072320","34653810688","True","Normal","58003456","58003456","00:00:02.5156250","ScriptedSandbox64","15","True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 11:07:52",,"System.Diagnostics.ProcessThreadCollection","00:00:10.8437500","00:00:08.3281250","289615872","34649354240","False",,,,"35446784","35446784",,
"SearchIndexer","0","724","2199231557632","36765696","34754560","74888",,,,,,,,"Process","8",,,,,,"724","4260",".","0","",,,,,"74888","74888","34754560","34754560","267880","267880","37969920","37969920","39923712","39923712","208826368","2199232081920",,,"34754560","34754560",,"SearchIndexer",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"208302080","2199231557632","False",,,,"36765696","36765696",,
"SearchUI","25","1030","2234210852864","73162752","75702272","84576","C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe","Microsoft Corporation","12,4375","10.0.14393.953 (rs1_release_inmarket.170303-1614)","10.0.14393.953","Search and Cortana application","Microsoft? Windows? Operating System","Process","8",,"False",,"2892","Microsoft.Win32.SafeHandles.SafeProcessHandle","1030","11212",".","0","","System.Diagnostics.ProcessModule (SearchUI.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","84576","84576","75702272","75702272","800856","800856","124653568","124653568","183377920","183377920","866992128","2234249986048","True","Normal","75702272","75702272","00:00:02.5156250","SearchUI","15","True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 08:43:02",,"System.Diagnostics.ProcessThreadCollection","00:00:12.4375000","00:00:09.9218750","827858944","2234210852864","False",,,,"73162752","73162752",,
"SelfServicePlugin","25","317","214532096","22794240","11624448","23528","C:\Program Files (x86)\Citrix\SelfServicePlugin\SelfServicePlugin.exe","Citrix Systems, Inc.","0,671875","4.1.0.41738","4.1.0.41738","Citrix Receiver","Citrix Receiver","Process","8",,"False",,"2996","Microsoft.Win32.SafeHandles.SafeProcessHandle","317","924",".","0","","System.Diagnostics.ProcessModule (SelfServicePlugin.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","23528","23528","11624448","11624448","342472","342472","11968512","11968512","24911872","24911872","223875072","223875072","True","Normal","11624448","11624448","00:00:00.2343750","SelfServicePlugin","15","True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 08:43:17",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6718750","00:00:00.4375000","214532096","214532096","False",,,,"22794240","22794240",,
"services","0","387","2199047663616","3637248","3559424","10584",,,,,,,,"Process","9",,,,,,"387","736",".","0","",,,,,"10584","10584","3559424","3559424","134064","134064","4243456","4243456","7487488","7487488","43663360","2199066918912",,,"3559424","3559424",,"services",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"24408064","2199047663616","False",,,,"3637248","3637248",,
"SettingSyncHost","25","183","2199094870016","2990080","2482176","11136","C:\WINDOWS\system32\SettingSyncHost.exe","Microsoft Corporation","0,21875","10.0.14393.1198 (rs1_release_sec.170427-1353)","10.0.14393.1198","Host Process for Setting Synchronization","Microsoft? Windows? Operating System","Process","6",,"False",,"3052","Microsoft.Win32.SafeHandles.SafeProcessHandle","183","9868",".","0","","System.Diagnostics.ProcessModule (SettingSyncHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11136","11136","2482176","2482176","136672","136672","2871296","2871296","14737408","14737408","82501632","2199105757184","True","BelowNormal","2482176","2482176","00:00:00.1718750","SettingSyncHost","15","True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 08:46:21",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2187500","00:00:00.0468750","71614464","2199094870016","False",,,,"2990080","2990080",,
"ShellExperienceHost","25","959","2199463419904","55738368","46895104","47360","C:\WINDOWS\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","Microsoft Corporation","8,703125","10.0.14393.447 (rs1_release_inmarket.161102-0100)","10.0.14393.447","Windows Shell Experience Host","Microsoft? Windows? Operating System","Process","8",,"False",,"2392","Microsoft.Win32.SafeHandles.SafeProcessHandle","959","1368",".","0","","System.Diagnostics.ProcessModule (ShellExperienceHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","47360","47360","46895104","46895104","1060176","1060176","52240384","52240384","96993280","96993280","481103872","2199504359424","True","Normal","46895104","46895104","00:00:01.5937500","ShellExperienceHost","15","True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 08:43:01",,"System.Diagnostics.ProcessThreadCollection","00:00:08.7031250","00:00:07.1093750","440164352","2199463419904","False",,,,"55738368","55738368",,
"sihost","25","576","2199167094784","27414528","6422528","19432","C:\WINDOWS\system32\sihost.exe","Microsoft Corporation","6,109375","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","Shell Infrastructure Host","Microsoft? Windows? Operating System","Process","8",,"False",,"2968","Microsoft.Win32.SafeHandles.SafeProcessHandle","576","7976",".","0","","System.Diagnostics.ProcessModule (sihost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19432","19432","6422528","6422528","286984","286984","6492160","6492160","27901952","27901952","146477056","2199169732608","True","Normal","6422528","6422528","00:00:04.0781250","sihost","15","True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 08:43:00",,"System.Diagnostics.ProcessThreadCollection","00:00:06.1093750","00:00:02.0312500","143839232","2199167094784","False",,,,"27414528","27414528",,
"SkypeHost","25","1314","337170432","4632576","46731264","52392","C:\Program Files\WindowsApps\Microsoft.SkypeApp_11.18.614.0_x64__kzf8qxf38zg5c\SkypeHost.exe","Microsoft Corporation","21,078125","11.18.614.0","11.18.614.0","Microsoft Skype","Microsoft? Skype","Process","8",,"False",,"2556","Microsoft.Win32.SafeHandles.SafeProcessHandle","1314","9852",".","0","","System.Diagnostics.ProcessModule (SkypeHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","52392","52392","46731264","46731264","473784","473784","62681088","62681088","96825344","96825344","349163520","349163520","True","Normal","46731264","46731264","00:00:07.0625000","SkypeHost","15","True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 08:43:03",,"System.Diagnostics.ProcessThreadCollection","00:00:21.0781250","00:00:14.0156250","337170432","337170432","False",,,,"4632576","4632576",,
"smartscreen","25","174","2233478856704","13291520","8572928","14224","C:\Windows\System32\smartscreen.exe","Microsoft Corporation","0,171875","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","SmartScreen","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"3044","Microsoft.Win32.SafeHandles.SafeProcessHandle","174","992",".","0","","System.Diagnostics.ProcessModule (smartscreen.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14224","14224","8572928","8572928","163968","163968","8962048","8962048","15237120","15237120","99008512","2233482002432","True","Normal","8572928","8572928","00:00:00.1250000","smartscreen","15","True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 11:09:00",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1718750","00:00:00.0468750","95862784","2233478856704","False",,,,"13291520","13291520",,
"smss","0","51","2199029866496","360448","393216","2672",,,,,,,,"Process","11",,,,,,"51","340",".","0","",,,,,"2672","2672","393216","393216","12768","12768","487424","487424","1286144","1286144","28663808","2199051919360",,,"393216","393216",,"smss",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"6610944","2199029866496","False",,,,"360448","360448",,
"spoolsv","0","422","2199101689856","4022272","7892992","23656",,,,,,,,"Process","8",,,,,,"422","2064",".","0","",,,,,"23656","23656","7892992","7892992","146208","146208","9682944","9682944","14856192","14856192","111177728","2199134433280",,,"7892992","7892992",,"spoolsv",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"78434304","2199101689856","False",,,,"4022272","4022272",,
"sqlwriter","0","106","44711936","1249280","1863680","8752",,,,,,,,"Process","8",,,,,,"106","2612",".","0","",,,,,"8752","8752","1863680","1863680","80608","80608","2834432","2834432","8089600","8089600","57294848","57294848",,,"1863680","1863680",,"sqlwriter",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"44711936","44711936","False",,,,"1249280","1249280",,
"StandardCollector.Service","0","202","109010944","8712192","5726208","14576",,,,,,,,"Process","8",,,,,,"202","676",".","0","",,,,,"14576","14576","5726208","5726208","191744","191744","39804928","39804928","44634112","44634112","172015616","172015616",,,"5726208","5726208",,"StandardCollector.Service",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"109010944","109010944","False",,,,"8712192","8712192",,
"svchost","0","1019","2199221420032","15175680","12750848","50488",,,,,,,,"Process","8",,,,,,"1019","304",".","0","",,,,,"50488","50488","12750848","12750848","272272","272272","17416192","17416192","26812416","26812416","247422976","2199270678528",,,"12750848","12750848",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"198164480","2199221420032","False",,,,"15175680","15175680",,
"svchost","0","1846","2203641225216","17416192","18972672","51352",,,,,,,,"Process","8",,,,,,"1846","396",".","0","",,,,,"51352","51352","18972672","18972672","359240","359240","63086592","63086592","68308992","68308992","410947584","2203729170432",,,"18972672","18972672",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"323002368","2203641225216","False",,,,"17416192","17416192",,
"svchost","0","309","2199088078848","4653056","3457024","18776",,,,,,,,"Process","8",,,,,,"309","612",".","0","",,,,,"18776","18776","3457024","3457024","122024","122024","4067328","4067328","12038144","12038144","68505600","2199091761152",,,"3457024","3457024",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"64823296","2199088078848","False",,,,"4653056","4653056",,
"svchost","0","238","2199071334400","2674688","3006464","70224",,,,,,,,"Process","8",,,,,,"238","772",".","0","",,,,,"70224","70224","3006464","3006464","87376","87376","3809280","3809280","8200192","8200192","57516032","2199080771584",,,"3006464","3006464",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"48078848","2199071334400","False",,,,"2674688","2674688",,
"svchost","0","870","2199173410816","20701184","17883136","32768",,,,,,,,"Process","8",,,,,,"870","844",".","0","",,,,,"32768","32768","17883136","17883136","700816","700816","38674432","38674432","28270592","28270592","189509632","2199212765184",,,"17883136","17883136",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"150155264","2199173410816","False",,,,"20701184","20701184",,
"svchost","0","801","2199077519360","9441280","10903552","18128",,,,,,,,"Process","8",,,,,,"801","904",".","0","",,,,,"18128","18128","10903552","10903552","114440","114440","11788288","11788288","12992512","12992512","99893248","2199123148800",,,"10903552","10903552",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"54263808","2199077519360","False",,,,"9441280","9441280",,
"svchost","0","832","2199119249408","13279232","18014208","28056",,,,,,,,"Process","8",,,,,,"832","1040",".","0","",,,,,"28056","28056","18014208","18014208","231528","231528","21987328","21987328","28454912","28454912","137121792","2199160377344",,,"18014208","18014208",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"95993856","2199119249408","False",,,,"13279232","13279232",,
"svchost","0","581","2199194357760","12951552","19664896","47520",,,,,,,,"Process","8",,,,,,"581","1180",".","0","",,,,,"47520","47520","19664896","19664896","145344","145344","212316160","212316160","193900544","193900544","356454400","2199379709952",,,"19664896","19664896",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"171102208","2199194357760","False",,,,"12951552","12951552",,
"svchost","0","1325","2199234535424","25899008","20627456","53152",,,,,,,,"Process","8",,,,,,"1325","1328",".","0","",,,,,"53152","53152","20627456","20627456","373520","373520","24399872","24399872","37613568","37613568","333225984","2199356481536",,,"20627456","20627456",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"211279872","2199234535424","False",,,,"25899008","25899008",,
"svchost","0","107616","2199479394304","39378944","212062208","100928",,,,,,,,"Process","8",,,,,,"107616","1524",".","0","",,,,,"100928","100928","212062208","212062208","2658624","2658624","424099840","424099840","407973888","407973888","902696960","2199925952512",,,"212062208","212062208",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"456138752","2199479394304","False",,,,"39378944","39378944",,
"svchost","0","286","2199074488320","7782400","3375104","12560",,,,,,,,"Process","8",,,,,,"286","1900",".","0","",,,,,"12560","12560","3375104","3375104","98608","98608","3878912","3878912","9900032","9900032","55488512","2199078744064",,,"3375104","3375104",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"51232768","2199074488320","False",,,,"7782400","7782400",,
"svchost","0","490","2199095709696","7417856","5693440","20576",,,,,,,,"Process","8",,,,,,"490","2040",".","0","",,,,,"20576","20576","5693440","5693440","117792","117792","5996544","5996544","15769600","15769600","77733888","2199100989440",,,"5693440","5693440",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"72454144","2199095709696","False",,,,"7417856","7417856",,
"svchost","0","488","2199165018112","17977344","11038720","26320",,,,,,,,"Process","8",,,,,,"488","2472",".","0","",,,,,"26320","26320","11038720","11038720","256792","256792","17342464","17342464","52703232","52703232","186294272","2199209549824",,,"11038720","11038720",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"141762560","2199165018112","False",,,,"17977344","17977344",,
"svchost","0","259","2199162810368","14544896","24461312","31768",,,,,,,,"Process","8",,,,,,"259","2604",".","0","",,,,,"31768","31768","24461312","24461312","145992","145992","27443200","27443200","25923584","25923584","149831680","2199173087232",,,"24461312","24461312",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"139554816","2199162810368","False",,,,"14544896","14544896",,
"svchost","25","466","2199210389504","20377600","6660096","28024","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0,953125","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","Processus h?te pour les services Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"2588","Microsoft.Win32.SafeHandles.SafeProcessHandle","466","10164",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","28024","28024","6660096","6660096","223216","223216","8179712","8179712","25632768","25632768","193466368","2199216721920","True","Normal","6660096","6660096","00:00:00.4843750","svchost","15","True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 08:43:00",,"System.Diagnostics.ProcessThreadCollection","00:00:00.9531250","00:00:00.4687500","187133952","2199210389504","False",,,,"20377600","20377600",,
"System","0","1858","3567616","20480","126976","0",,,,,,,,"Process","8",,,,,,"1858","4",".","0","",,,,,"0","0","126976","126976","0","0","139264","139264","847872","847872","11354112","11354112",,,"126976","126976",,"System",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"3567616","3567616","False",,,,"20480","20480",,
"SystemSettings","25","584","2199378673664","43102208","17702912","33832","C:\WINDOWS\ImmersiveControlPanel\SystemSettings.exe","Microsoft Corporation","1,78125","10.0.14393.82 (rs1_release.160805-1735)","10.0.14393.82","Param?tres","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"2992","Microsoft.Win32.SafeHandles.SafeProcessHandle","584","8680",".","66750","Param?tres","System.Diagnostics.ProcessModule (SystemSettings.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","33832","33832","17702912","17702912","570600","570600","19087360","19087360","55189504","55189504","359612416","2199382867968","True","Normal","17702912","17702912","00:00:00.9218750","SystemSettings","15","False","25","System.Diagnostics.ProcessStartInfo","03/07/2017 08:51:39",,"System.Diagnostics.ProcessThreadCollection","00:00:01.7812500","00:00:00.8593750","355418112","2199378673664","False",,,,"43102208","43102208",,
"SystemSettingsBroker","25","351","2199155314688","21401600","5328896","19104","C:\Windows\System32\SystemSettingsBroker.exe","Microsoft Corporation","3,28125","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","System Settings Broker","Microsoft? Windows? Operating System","Process","10",,"False",,"1964","Microsoft.Win32.SafeHandles.SafeProcessHandle","351","6712",".","0","","System.Diagnostics.ProcessModule (SystemSettingsBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19104","19104","5328896","5328896","264104","264104","7319552","7319552","25448448","25448448","149852160","2199173107712","True","AboveNormal","5328896","5328896","00:00:02.8593750","SystemSettingsBroker","15","True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 08:46:28",,"System.Diagnostics.ProcessThreadCollection","00:00:03.2812500","00:00:00.4218750","132059136","2199155314688","False",,,,"21401600","21401600",,
"TabTip","25","580","2199265419264","21520384","15015936","22784",,,"24,203125",,,,,"Process","13",,,,,,"580","11028",".","0","",,,,,"22784","22784","15015936","15015936","390520","390520","15069184","15069184","23175168","23175168","249327616","2199272583168",,,"15015936","15015936","00:00:16.6093750","TabTip",,"True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 08:43:03",,"System.Diagnostics.ProcessThreadCollection","00:00:24.2031250","00:00:07.5937500","242163712","2199265419264","False",,,,"21520384","21520384",,
"TabTip32","25","69","79257600","4288512","1236992","6712",,,"0,015625",,,,,"Process","8",,,,,,"69","9424",".","0","",,,,,"6712","6712","1236992","1236992","91592","91592","1388544","1388544","4943872","4943872","81272832","81272832",,,"1236992","1236992","00:00:00.0156250","TabTip32",,"True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 08:43:03",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","79257600","79257600","False",,,,"4288512","4288512",,
"taskhostw","25","281","2199134867456","7647232","5140480","17096",,,"0,359375",,,,,"Process","8",,,,,,"281","3612",".","0","",,,,,"17096","17096","5140480","5140480","217848","217848","5685248","5685248","13127680","13127680","115294208","2199138549760",,,"5140480","5140480","00:00:00.2812500","taskhostw",,"True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 08:43:01",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3593750","00:00:00.0781250","111611904","2199134867456","False",,,,"7647232","7647232",,
